"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Variable","Anot"
"X10323","HCC",559.496314904333,-3.20442618268428,0.258711004013221,-12.3861224802039,3.10706917043958e-35,5.76749714762846e-34,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X10333","HCC",1027.50877649843,-1.97662810954134,0.250262936136537,-7.89820554356057,2.82947282710445e-15,1.81698038843248e-14,"Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X10343","HCC",1209.76188383453,1.05786629177369,0.273565594403512,3.86695664007121,0.000110202012443683,0.000232539948104965,"Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine"
"X10353","HCC",262.34436253696,0.973218752308643,0.36670918281471,2.65392522990183,0.00795614542536112,0.0123554258370314,"Glycocholic acid","Glycocholic acid"
"X10363","HCC",231.847260433518,0.752304460943391,0.34189158863213,2.2004181616555,0.0277772404414588,0.0399508010223403,"Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X10373","HCC",354.592839891053,-0.1151806693142,0.264728335672163,-0.43509006703702,0.663497053034063,0.706303314520132,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine"
"X10383","HCC",380.84283682886,-0.551726185573155,0.197968312931469,-2.78694189692947,0.00532080181876701,0.00850755391749018,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","1-Myristoyl-sn-glycero-3-phosphocholine"
"X10393","HCC",798.188401226863,-1.49578865821344,0.242331866704696,-6.17248023775676,6.72269333463126e-10,2.51149675520187e-09,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X10403","HCC",533.320394928878,-1.28860505421255,0.378424701681514,-3.40518218944664,0.000661199254134808,0.00123896642572895,"Spectral Match to Lyso-PC(16:0) from NIST14","Lyso-PC(16:0)"
"X10415","HCC",9178.20054284066,-0.0742761824795664,0.153565860372716,-0.483676399814987,0.628615544680087,0.674611804046923,"Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14","1-Myristoyl-sn-glycero-3-phosphocholine"
"X10423","HCC",274.297417669405,1.20884716061709,0.307838951221795,3.92688175365477,8.60542606389579e-05,0.000183212296844233,"NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-","NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-"
"X10433","HCC",586.850295710143,0.19890001785699,0.160577720509856,1.23865264262972,0.215474163752358,0.259617957949089,"Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Pentadecanoyl-sn-glycero-3-phosphocholine"
"X10443","HCC",194.91724283259,-1.4932852301045,0.276087550019961,-5.40873802529865,6.34703917384941e-08,1.90893228823623e-07,"Spectral Match to N-Oleoyltaurine from NIST14","N-Oleoyltaurine"
"X10453","HCC",124.503583645116,-2.96979320452518,0.531102114299243,-5.59175556746492,2.24785121628045e-08,7.1402332752438e-08,"Spectral Match to D-erythro-C18-Sphingosine from NIST14","D-erythro-C18-Sphingosine"
"X10463","HCC",955.674185270021,-1.49808000025818,0.201158919638622,-7.44724620190568,9.53086592970303e-14,5.21781968870378e-13,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X10473","HCC",408.347365907477,-0.809123307877249,0.220651011403223,-3.66698209417511,0.000245429973926837,0.000497561107551336,"Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine","Massbank:CE000694 1-O-hexadecyl-2-C-methyl-3-phosphatidylcholine"
"X10483","HCC",725.442986735559,2.30325719762003,0.289448683645595,7.95739392769247,1.75700634116951e-15,1.1468810622579e-14,"Urobilinogen","Urobilinogen"
"X10493","HCC",471.812514808227,-1.15031367487703,0.295786705380858,-3.88899721979012,0.000100659270928367,0.000213541453326608,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X10503","HCC",1037.27400995829,1.02403538656896,0.144866174382732,7.06883709004065,1.56237432801926e-12,7.57592123137501e-12,"Phytosphingosine","Phytosphingosine"
"X10515","HCC",762.664034685121,1.42685278676542,0.161905220074069,8.81288933187368,1.21960934763628e-18,1.06536463602346e-17,"NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid","NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid"
"X10523","HCC",1142.74595956185,0.83906825246886,0.148297055399551,5.65802368906241,1.53126004080363e-08,4.97031947670685e-08,"Phytosphingosine","Phytosphingosine"
"X10533","HCC",588.162784368496,0.382940427607006,0.187606107847064,2.04119381826938,0.0412315659231377,0.057156476448877,"NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid","NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid"
"X10543","HCC",530.830713342257,0.442203794354881,0.142858900975724,3.09538846606432,0.00196555280854768,0.00342889388627701,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X10553","HCC",910.081337584279,0.521496497535712,0.216203677126234,2.41206118446926,0.0158626193184931,0.0235559896879622,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X10563","HCC",776.237523452958,0.17450077343706,0.229987456237542,0.7587403952015,0.448007867409988,0.502942099191933,"NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid","NCGC00386056-01_C20H30O3_(5xi,9xi)-12-Hydroxyabieta-7,13-dien-18-oic acid"
"X10573","HCC",1168.28891355799,0.58875778849578,0.332877565318521,1.76869170480869,0.0769453373526545,0.101794054315093,"Spectral Match to Urobilin from NIST14","Urobilin"
"X10583","HCC",376.10769770807,-7.09795980361564,0.540952864232349,-13.121216787877,2.48906077023916e-39,5.68654652893101e-38,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X10593","HCC",947.950997665928,-0.342616997148529,0.185824645840684,-1.84376510230118,0.0652173806165737,0.0874472327003269,"LysoPhosphatidylcholine_16_0","LysoPhosphatidylcholine_16_0"
"X10603","HCC",2771.29813518058,1.87239028562704,0.222279408727005,8.42358856517671,3.6512485136613e-17,2.7281026630375e-16,"Tyrosine Conjugated Muricholic acid","Tyrosine Conjugated Muricholic acid"
"X10615","HCC",2244.51477978292,1.1511156074396,0.198501175931298,5.79903671622584,6.66969296529931e-09,2.26388435507874e-08,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X10623","HCC",591.104584345463,0.979146383421891,0.230628072517719,4.24556461289708,2.1804366277999e-05,4.95288473006937e-05,"SCH-378199_47738_dereplictor_pv_6.19652e-13","SCH-378199_47738_dereplictor_pv_6.19652e-13"
"X10633","HCC",1970.51801233694,2.01031895452344,0.190023525014257,10.5793161892593,3.71660737960348e-26,5.0174199624647e-25,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X10643","HCC",739.759288991111,1.40764663875783,0.235045809427387,5.98881827413603,2.11371173353962e-09,7.47348077215795e-09,"NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-","NCGC00347770-02_C23H32O4_Carda-5,20(22)-dienolide, 3,14-dihydroxy-, (3beta,9xi)-"
"X10653","HCC",1732.65591619879,1.31495874533837,0.15260327451948,8.61684488408876,6.88242709338571e-18,5.63884371513256e-17,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X10663","HCC",1217.43638089236,1.38718769195028,0.221889871506365,6.25169451193489,4.06023001768817e-10,1.58149287246346e-09,"Tyrosine Conjugated Muricholic acid","Tyrosine Conjugated Muricholic acid"
"X10673","HCC",1763.156467034,1.21010835619761,0.21827960382812,5.54384530196639,2.95900282827287e-08,9.27518564640677e-08,"Tryptophan Conjugated Muricholic Acid","Tryptophan Conjugated Muricholic Acid"
"X10683","HCC",3500.647081646,1.04072644477979,0.195488472710681,5.32372282799529,1.01664779350883e-07,2.99696669649749e-07,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate"
"X10693","HCC",1044.07116915869,1.12509975170187,0.247972736822205,4.53719133046696,5.70083820371321e-06,1.38216240530843e-05,"Spectral Match to Orientin from NIST14","Orientin"
"X10703","HCC",79.3045388598136,1.35821324508875,0.442267672798003,3.07102085145863,0.00213328252561811,0.00369126118571755,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
"X10715","HCC",188.01204752704,2.06515852267889,0.3941286174672,5.23980860854582,1.6074322151964e-07,4.60151679916462e-07,"NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid","NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid"
"X10723","HCC",202.352163513769,0.569785095655132,0.27566515688161,2.06694637109991,0.0387392075919488,0.0542714370509849,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X10733","HCC",1771.2217708298,0.780934419580759,0.367841874873072,2.12301663547748,0.0337524578760268,0.0481336351816776,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X10743","HCC",51.2476093747866,0.312592872316294,0.411278222373949,0.760052089585414,0.4472234492121,0.502942099191933,"MLS001139219-01!(2S)-2-[2-[(4-oxo-2,3-dihydro-1H-cyclopenta[c]chromen-7-yl)oxy]propanoylamino]-3-phenylpropanoic acid","MLS001139219-01!(2S)-2-[2-[(4-oxo-2,3-dihydro-1H-cyclopenta[c]chromen-7-yl)oxy]propanoylamino]-3-phenylpropanoic acid"
"X10753","HCC",345.490013622159,1.29891275168868,0.263249452388526,4.93415177089005,8.04998275560278e-07,2.13468292715538e-06,"MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE","MLS001077317-01!17BETA-ESTRADIOL 17-HEMISUCCINATE"
"X10763","HCC",727.396672437158,1.08382241362357,0.195466889771771,5.544787738164,2.94310979907662e-08,9.24977365424081e-08,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
"X10773","HCC",303.760676067436,1.16478791151599,0.333033459092712,3.4975101741706,0.000469622799374361,0.000902770041515763,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X10783","HCC",627.343426423822,0.79953987958142,0.174868042448164,4.57224698342709,4.82521700980768e-06,1.17466348517449e-05,"Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,","Massbank:EA262112 Methylprednisolone|(6alpha,11beta)-11,17,21-trihydroxy-6-methylpregna-1,4-diene-3,20-dione|(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxy-1-oxoethyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,"
"X10793","HCC",304.419665468839,1.02516652711402,0.296659531097665,3.45570062529534,0.000548864559184617,0.0010449536799861,"Glycocholic acid","Glycocholic acid"
"X10803","HCC",300.639371811198,1.06665969289073,0.249429013163759,4.27640585736683,1.89934822048876e-05,4.37964491964357e-05,"Spectral Match to 1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine from NIST14","1-(1Z-Octadecenyl)-sn-glycero-3-phosphocholine"
"X10815","HCC",358.984677486135,1.67766398277587,0.209560449248678,8.00563268875725,1.18853997281934e-15,7.97731913960098e-15,"Massbank: Leucine_Enkephalin","Massbank: Leucine_Enkephalin"
"X10823","HCC",2875.92417587174,-0.466302287242968,0.156285053238454,-2.98366528071947,0.00284818160617298,0.0048199996412158,"NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate","NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate"
"X10833","HCC",132.94426164042,0.731955060312682,0.23351689358051,3.13448440106251,0.00172156406689087,0.00302100164175237,"NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid","NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid"
"X10843","HCC",1382.24898327894,1.27010531361652,0.222604660319412,5.70565464260302,1.15896778517127e-08,3.80346333918087e-08,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X10853","HCC",1371.12032197033,0.813906696078554,0.226116076258313,3.59950831248617,0.000318819442235412,0.000631262495626116,"Spectral Match to 1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine from NIST14","1-O-Hexadecyl-2-O-(2E-butenoyl)-sn-glyceryl-3-phosphocholine"
"X10863","HCC",2559.62340202954,-1.20438679671996,0.283618890178963,-4.24649710729774,2.17138582406092e-05,4.94177463406969e-05,"Spectral Match to Oleoyl L-carnitine from NIST14","Oleoyl L-carnitine"
"X10873","HCC",832.559816398444,1.5780643995516,0.283040388080286,5.57540360319169,2.46956628842572e-08,7.80277859215361e-08,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X10883","HCC",119.026731624624,-0.452171543725388,0.379008486259042,-1.19303804563453,0.23285447324898,0.279991006295332,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X10893","HCC",1222.11130261686,-0.113620015793058,0.256430946754654,-0.443082308243265,0.657706201325147,0.701395841269546,"Spectral Match to Chenodeoxycholic acid from NIST14","Chenodeoxycholic acid"
"X10903","HCC",2230.9558488776,-1.24339354038226,0.174411569522036,-7.12907718100183,1.01044066826334e-12,5.04371224326409e-12,"NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid","NCGC00347586-02_C30H46O6_3,19-Dihydroxyurs-12-ene-23,28-dioic acid"
"X10915","HCC",687.153904500397,0.0283401696921739,0.196291847589356,0.144377721439873,0.885202208195616,0.89958958369238,"NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-","NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-"
"X10923","HCC",2084.47640912097,-2.58281114954285,0.268484917949545,-9.61994874523352,6.5863974598506e-22,7.17856897458946e-21,"NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-","NCGC00180746-02_C30H48O6_Olean-12-en-28-oic acid, 2,3,19,24-tetrahydroxy-, (2alpha,3beta,5xi,9xi,19alpha)-"
"X10933","HCC",1545.25347794681,-0.544061141556633,0.188486573231868,-2.88647160499518,0.00389587899578175,0.00643714081639599,"Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14","1-Octadecyl-sn-glycero-3-phosphocholine"
"X10943","HCC",602.1418178834,-2.78317321957361,0.324177501946953,-8.58533736258178,9.05702497992616e-18,7.27009842983262e-17,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X10953","HCC",2455.93585719625,-0.291935357288116,0.160993860420826,-1.81333223841592,0.0697805938559513,0.0929364859875226,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X10963","HCC",303.95077046919,-0.35898646558035,0.191758273357063,-1.87207810800371,0.0611957982190947,0.0824269935195969,"Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X10973","HCC",352.703985463611,2.33108938948058,0.283252858144666,8.22971180149582,1.87664399507161e-16,1.33500183601501e-15,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X10983","HCC",29617.190144972,0.121170350776269,0.287896404050462,0.420881779249421,0.673841410956456,0.715391953723208,"Spectral Match to Monopalmitolein (9c) from NIST14","Monopalmitolein (9c)"
"X10993","HCC",1621.26881394839,1.32490333308711,0.266314757998349,4.97495273279344,6.52635627736947e-07,1.76211619488976e-06,"Spectral Match to Oleanolic acid from NIST14","Oleanolic acid"
"X11003","HCC",215.317494704773,2.33456026623261,0.323330064786816,7.2203624731646,5.1849182726356e-13,2.65503573615995e-12,"NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-","NCGC00380217-01_C20H28O4_4a(2H)-Phenanthrenecarboxylic acid, 7-ethenyl-1,3,4,4b,5,6,7,9,10,10a-decahydro-4b-hydroxy-1,1,7-trimethyl-9-oxo-"
"X11015","HCC",448.396272371805,0.440978252841549,0.330287277727862,1.33513544897993,0.181832019149136,0.223388251033271,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X11023","HCC",631.327273533813,1.52574036460903,0.264260826137916,5.7736153591405,7.75884429355994e-09,2.61119179058051e-08,"Spectral Match to O-Arachidonoylglycidol from NIST14","O-Arachidonoylglycidol"
"X11033","HCC",219.89926337519,0.338597711580141,0.303163639589909,1.11688100867955,0.264045205759856,0.314629593222376,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X11043","HCC",689.984470543481,1.44373166908176,0.217287186467534,6.64434793672232,3.04562353219921e-11,1.33022086626936e-10,"Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14","1-Heptadecanoyl-sn-glycero-3-phosphocholine"
"X11053","HCC",1335.09203923058,1.13412404133179,0.375032075528137,3.02407211365764,0.00249396983256673,0.00426307361307809,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X11063","HCC",229.142833117953,1.16532468071068,0.326883573169676,3.56495332393408,0.000363920947101961,0.000712253847046342,"Spectral Match to Lithocholic acid from NIST14","Lithocholic acid"
"X11073","HCC",864.075233488915,-1.28747808147976,0.241071268214998,-5.34065337197934,9.26121869004059e-08,2.75747564004216e-07,"NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid","NCGC00385362-01_C27H38O4_(2E,6E,10E)-13-[(2R)-6-Hydroxy-2,8-dimethyl-3,4-dihydro-2H-chromen-2-yl]-2,6,10-trimethyl-2,6,10-tridecatrienoic acid"
"X11083","HCC",33.5645072775019,-1.88141639894445,0.633279856013946,-2.97090832919691,0.00296920395532997,0.00499633753389803,"NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-","NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-"
"X11093","HCC",348.787073597894,-3.17748140284279,0.758476674413036,-4.1892935010846,2.79824287402089e-05,6.26047558255521e-05,"Spectral Match to Hyodeoxycholic acid from NIST14","Hyodeoxycholic acid"
"X11103","HCC",6059.58644797303,2.6965331417074,0.299409649693065,9.00616644945047,2.13385199136757e-19,1.92046679223081e-18,"Stercobilin","Stercobilin"
"X11115","HCC",35.8729512620618,2.29516800406922,1.34154973512229,1.71083333251153,0.0871118844050569,0.113849195460074,"Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine"
"X11123","HCC",492.155396262088,0.2067644041485,0.306614930707549,0.674345517589007,0.500091671945781,0.551121434389228,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X11133","HCC",1035.65430601588,-0.117500392371561,0.20707471854758,-0.567429926722625,0.57042212227105,0.617740639250691,"Spectral Match to Uvaol from NIST14","Uvaol"
"X11143","HCC",240.490264047758,0.59018908905319,0.198594611372769,2.9718283138377,0.00296032173957801,0.00498845705903358,"Spectral Match to Uvaol from NIST14","Uvaol"
"X11153","HCC",460.378550146765,0.920979632533274,0.212294851629573,4.3382099257888,1.43647915787278e-05,3.37928166248091e-05,"MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7","MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7"
"X11163","HCC",806.830849998297,0.9011783723829,0.14287963634064,6.30725550164752,2.84026750734706e-10,1.12474593290944e-09,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X11173","HCC",313.895452304822,0.903461571311312,0.317080898157513,2.84930936098998,0.00438142545960511,0.00718941083703158,"Spectral Match to Glycodeoxycholic acid from NIST14","Glycodeoxycholic acid"
"X11183","HCC",440.456422971208,1.27999758393888,0.227558402980291,5.62491899738697,1.85595043702686e-08,5.9752550655499e-08,"Spectral Match to 3.beta.-Hydroxy-5-cholenoic acid from NIST14","3.beta.-Hydroxy-5-cholenoic acid"
"X11193","HCC",868.453726601788,1.57601474189198,0.202681901503472,7.7758040071722,7.49697041439678e-15,4.63875044390801e-14,"Spectral Match to Tauroursodeoxycholic acid from NIST14","Tauroursodeoxycholic acid"
"X11203","HCC",154.483754967116,0.34405093663318,0.377662270929108,0.911001609418811,0.362294525674635,0.417464497091626,"NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole","NCGC00385811-01!6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole"
"X11215","HCC",388.974486351701,1.36372437283058,0.214814767549604,6.34837347723624,2.17603291719497e-10,8.67492317324706e-10,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X11223","HCC",47.8371303248621,1.21537110703235,0.427780926058096,2.84110635373979,0.00449573165454001,0.0073566517983382,"2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole","2-(2,4-diiodophenyl)-4,4-dimethyl-4,5-dihydrooxazole"
"X11233","HCC",12432.0390487215,0.760421752156695,0.381900995067175,1.99114891550084,0.0464645180906188,0.0638887123746008,"Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine"
"X11243","HCC",8987.90168554936,-1.07874057538881,0.202365676631438,-5.33064990736292,9.78619136156739e-08,2.89925070761647e-07,"NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate","NCGC00384939-01_C28H38O8_Methyl 3-acetoxy-16-hydroxy-4,4,8,12,16-pentamethyl-15,17,19-trioxoandrost-11-ene-14-carboxylate"
"X11253","HCC",715.957480961093,1.72290764877239,0.202178348770516,8.52172183247965,1.57198575871701e-17,1.21267472815312e-16,"Massbank: Leucine_Enkephalin","Massbank: Leucine_Enkephalin"
"X11263","HCC",170.964823532024,0.321389451562586,0.553404361702686,0.580749762386677,0.561409118084975,0.609090440442877,"Spectral Match to Undecaethylene glycol from NIST14","Undecaethylene glycol"
"X11273","HCC",763.975952651753,0.9170469358225,0.339899079018912,2.69799770705314,0.00697579211450205,0.0108899356531254,"Spectral Match to 12-Ketodeoxycholic acid from NIST14","12-Ketodeoxycholic acid"
"X11283","HCC",142.714885048753,0.282199913558807,0.334936582865833,0.842547299982006,0.399481675430057,0.455892632479258,"NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid","NCGC00347612-02_C20H30O4_17-Hydroxy-15,16-epoxykauran-18-oic acid"
"X11293","HCC",346.340945887129,1.22167634095999,0.208906869675769,5.84794718745287,4.97676497850225e-09,1.70878520071118e-08,"Spectral Match to Oleoyl L-carnitine from NIST14","Oleoyl L-carnitine"
"X11303","HCC",477.20693495866,0.0487789548674078,0.26409168879493,0.184704619406956,0.853460722759421,0.874061498826028,"SCH-378199_47738_dereplictor_pv_6.19652e-13","SCH-378199_47738_dereplictor_pv_6.19652e-13"
"X11315","HCC",80.868323678336,1.03651441851698,0.77950666834704,1.32970564666872,0.183615273653674,0.225346017665872,"Urobilinogen","Urobilinogen"
"X11323","HCC",781.202879255196,0.922102066658644,0.299212403263178,3.0817641802355,0.00205777788206271,0.00357926811696999,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
"X11333","HCC",702.96331060849,0.331648344395804,0.309498340995533,1.07156743822608,0.283914365225573,0.333620441036578,"Spectral Match to Coproporphyrin I from NIST14","Coproporphyrin I"
